Stock_Name,Earnings_Call_Date,CAR_3_Days,CAR_10_Days,CAR_30_Days,method_1,method_2,method_3
TWLO,2020-05-06,0.4641854807827467,0.4806892402385108,0.5640725172721566,0.3276870448576382,0.3989883826198048,0.2938992940990418
TWLO,2020-08-04,-0.1606080235255511,-0.2087094418569221,-0.4437355074603434,0.2595427627337329,0.1602651502528668,0.2979326855841832
TWLO,2020-10-26,-0.0278992275290422,-0.179076293250248,-0.1589452097049962,0.3273765330820289,0.1659757823419275,0.366655988402167
TWLO,2021-02-17,-0.0051917655075368,-0.1279082759758066,-0.25632534644975,0.4322143560568475,0.175981314099746,0.3640458172022326
TWLO,2021-05-06,0.0128655229347584,0.0329473271386474,0.1426471625055968,0.2607090054391682,0.0,-0.0561408801037284
TWLO,2021-07-29,-0.0507755600595225,-0.0548419402206617,-0.0763447008846913,0.3047878761570763,0.067123473793839,0.3385785383407533
TWLO,2021-10-27,-0.1327915711664563,-0.1458582445815288,-0.2320684953839974,0.240717529357829,0.1581575654453044,0.1141953834003163
TWLO,2022-02-09,0.0296109239497265,-0.0751028312675563,-0.059139074558004,0.2722711059432335,0.1159414752868201,0.121272802530771
TWLO,2022-05-04,0.0061934062531929,0.0620369122433736,0.117923086144109,0.1914167096847208,0.0990657798023125,0.1360256497179519
TWLO,2022-08-04,-0.1499536579547085,-0.2093493021867448,0.0095182022046447,0.3590294524079059,0.1073360715282562,0.2444675799086758
TWLO,2022-11-04,0.0430436286561488,0.0853611613620246,0.1712099451924536,0.4217859405213602,0.2422391419210871,0.1866490388733439
TWLO,2023-02-15,0.0996965552193155,0.209267350126621,0.1199162187007813,0.3231858541534106,0.0824440473343229,0.1053273550603404
TWLO,2023-05-09,-0.1892766194121066,0.0734854088821243,0.1092342676253814,0.08707401978569,-0.030850196297733,-0.0632269124756308
TWLO,2023-08-08,0.0651596381006127,0.0501896167387595,0.0165118552347446,0.515677128796922,0.4272918105125427,0.3501888909580495
TWLO,2023-11-08,0.0410066673240219,0.0762829351332337,0.2386018987361785,0.5199911030468093,0.4206725665572169,0.2490603127266693
TWLO,2024-02-14,-0.2190308061043566,-0.2188354148676449,-0.256161661854866,0.4477091084189816,0.2494585575641564,0.2549702459407069
TWLO,2024-05-07,-0.0555789791826775,-0.0683983577732337,-0.1951715392648817,0.3387315385347645,0.4466809767579275,0.278390194461623
TWLO,2024-08-01,0.120276023180305,0.1012494769788092,0.1496491879581369,0.5838060936602558,0.4559554036454813,0.273868508931666
TWLO,2024-10-30,0.2423559486014987,0.3387318495307016,0.4832329517808093,0.5857970979266721,0.3905963836884012,0.2031549076773566
